customer_id,age,income,employment_status,credit_score,loan_amount,interest_rate,loan_duration,debt_to_income_ratio,num_late_payments,loan_status
454,60,130771,Employed,383,47714,24.49,45,50.88,6,1
455,71,26163,Unemployed,341,38778,17.63,50,25.53,9,1
456,65,82071,Employed,550,27602,7.92,56,43.82,1,0
457,56,36065,Self-Employed,809,4870,18.1,50,12.31,9,0
458,46,142323,Employed,686,13981,13.57,15,27.57,8,0
459,59,137969,Employed,565,2725,14.05,17,24.95,9,0
460,72,103456,Employed,321,14197,11.87,27,14.28,3,0
461,43,199420,Employed,706,3810,6.9,12,45.1,5,1
462,52,39154,Unemployed,375,32034,22.93,50,28.42,1,1
463,67,125703,Employed,786,39329,22.13,26,20.89,4,0
464,42,40229,Employed,650,3294,17.66,45,17.36,5,1
465,41,72587,Employed,539,11504,12.58,43,55.18,1,1
466,30,69713,Employed,350,43552,25.21,27,16.94,0,1
467,24,178069,Employed,775,42384,7.32,14,53.28,9,1
468,74,41101,Self-Employed,824,38658,14.73,25,35.99,2,1
469,53,60391,Unemployed,456,6177,20.64,18,11.56,1,0
470,62,92723,Employed,498,25400,25.18,56,57.91,5,1
471,37,186020,Employed,730,39371,20.54,29,37.65,2,1
472,18,120264,Employed,417,41121,6.18,35,25.88,1,1
473,25,57921,Unemployed,374,28415,5.73,46,23.41,6,1
474,63,48460,Self-Employed,666,39386,4.36,57,25.86,0,0
475,33,172143,Employed,477,30519,18.12,55,20.74,8,0
476,31,199354,Unemployed,407,48696,9.56,59,22.28,0,1
477,29,111725,Employed,778,32989,7.31,23,28.96,4,0
478,68,78445,Employed,392,20942,5.29,30,36.03,6,0
479,40,102208,Self-Employed,399,2784,20.33,58,46.28,9,1
480,32,126283,Employed,480,3916,23.34,25,25.16,4,0
481,45,105779,Employed,395,4444,26.16,16,16.76,2,1
482,51,23060,Employed,531,34282,19.08,45,11.03,1,1
483,19,145806,Employed,550,30419,12.56,39,28.61,1,1
484,49,33731,Employed,318,25674,15.7,28,49.55,8,1
485,40,97830,Self-Employed,586,25898,20.18,31,26.44,5,1
486,39,135871,Employed,506,11831,22.25,28,20.86,3,1
487,68,40719,Unemployed,610,31136,20.41,54,55.58,9,0
488,42,198114,Employed,402,48507,28.97,47,43.11,9,0
489,39,69116,Employed,458,39304,23.26,52,58.78,6,1
490,39,46325,Self-Employed,677,41618,23.27,38,38.04,1,0
491,66,173669,Employed,523,41881,25.13,30,37.04,3,1
492,69,34551,Employed,391,38018,15.43,39,58.6,0,1
493,59,113287,Employed,475,38009,10.13,31,40.53,3,1
494,23,44278,Employed,409,12165,25.04,44,35.74,6,0
495,32,35141,Employed,478,14546,15.53,10,21.94,9,0
496,71,87913,Unemployed,752,27073,19.39,34,29.15,8,1
497,60,53615,Self-Employed,374,39286,14.6,35,38.1,4,0
498,54,142058,Employed,791,30535,13.69,50,38.21,5,0
499,50,132684,Unemployed,402,20133,21.12,32,32.77,6,1
500,25,47452,Unemployed,340,35699,20.96,42,44.47,8,1
501,70,173797,Unemployed,734,49560,11.34,58,17.85,9,1
502,61,70391,Employed,633,32434,8.1,30,53.37,9,1
503,61,140288,Employed,579,34206,6.55,48,46.87,7,1
504,22,133535,Employed,841,34304,6.07,15,51.2,8,1
505,56,162770,Employed,805,44182,25.08,49,11.77,4,0
506,21,106711,Employed,542,26288,10.73,39,49.11,8,1
507,23,97850,Employed,378,39694,21.32,17,46.98,7,1
508,62,129733,Employed,736,28114,10.76,34,11.01,1,0
509,49,22365,Employed,760,25502,21.0,44,32.54,0,0
510,69,117662,Employed,496,49124,29.57,24,25.24,3,0
511,47,63372,Employed,330,30851,4.78,24,22.78,1,1
512,64,64134,Unemployed,329,22222,20.65,34,17.85,2,1
513,52,57823,Employed,412,48441,10.63,7,22.67,6,0
514,72,91158,Unemployed,689,36534,5.24,31,48.11,9,0
515,57,116076,Self-Employed,575,41942,5.13,50,55.39,4,1
516,69,153021,Unemployed,519,31422,13.03,42,27.55,2,0
517,33,69396,Unemployed,575,29643,17.6,53,24.27,1,0
518,30,128336,Self-Employed,311,49311,20.48,56,24.66,8,1
519,67,51912,Employed,792,16650,18.32,39,36.72,6,0
520,59,76947,Self-Employed,348,1301,27.24,35,12.28,8,1
521,47,64387,Unemployed,309,37418,7.15,17,38.73,3,1
522,36,36508,Unemployed,560,34014,25.38,25,56.01,2,0
523,34,65592,Employed,619,19447,17.26,38,34.62,9,0
524,73,129249,Employed,485,2358,26.24,14,29.92,2,0
525,36,21919,Employed,528,29882,14.52,7,11.99,2,1
526,45,62595,Employed,320,31068,16.01,33,37.39,0,1
527,72,160689,Unemployed,315,47485,14.4,39,16.82,9,1
528,43,53298,Employed,779,12793,5.6,26,33.08,7,0
529,54,158001,Employed,305,18429,6.92,24,25.45,6,1
530,43,34456,Employed,597,40529,16.97,19,23.04,3,1
531,70,129599,Employed,558,37982,17.4,22,57.88,1,1
532,40,106676,Employed,339,27114,15.63,10,49.38,6,0
533,26,103721,Employed,575,43475,3.35,26,15.98,7,1
534,29,57924,Employed,818,5601,16.65,27,25.81,0,0
535,70,44240,Employed,810,12898,6.61,45,45.17,7,0
536,18,107381,Employed,607,19162,18.29,25,51.18,1,1
537,18,29228,Self-Employed,832,9628,10.78,33,36.33,5,0
538,64,41686,Unemployed,779,26378,29.77,37,55.01,7,0
539,51,31920,Unemployed,713,24656,12.7,50,28.08,7,0
540,49,27432,Employed,822,24759,25.16,24,13.81,8,0
541,71,130507,Employed,764,33724,9.63,33,57.08,1,0
542,65,150509,Employed,708,38568,8.12,28,30.69,1,0
543,42,91725,Self-Employed,349,34592,8.97,38,11.15,9,1
544,57,184982,Unemployed,344,21189,11.99,23,45.96,4,1
545,62,141764,Employed,570,30742,25.92,40,22.59,2,1
546,70,181298,Unemployed,574,15241,23.63,51,14.55,7,1
547,18,79099,Employed,722,42263,14.76,42,52.2,7,1
548,33,132557,Employed,334,40078,8.08,47,22.13,7,0
549,56,106760,Employed,803,42046,4.32,41,37.17,7,0
550,22,38013,Employed,787,4297,19.7,49,40.61,7,0
551,39,41446,Employed,443,15455,22.08,24,57.25,4,1
552,46,125209,Unemployed,492,23429,19.37,31,29.82,6,0
553,72,122261,Employed,846,12511,16.53,41,35.07,0,0
554,20,115739,Employed,477,8089,29.27,48,25.08,0,1
555,29,20557,Self-Employed,617,23880,3.67,31,33.32,7,0
556,43,181738,Employed,690,49271,29.69,12,10.35,4,0
557,33,188461,Employed,450,39402,10.46,28,52.93,3,1
558,68,198772,Employed,746,14305,13.34,10,13.3,6,1
559,54,150878,Employed,840,16676,23.32,58,22.3,7,0
560,39,119143,Employed,449,24297,9.13,28,45.96,9,1
561,74,44578,Employed,507,34817,22.17,41,42.08,6,1
562,46,94779,Employed,648,37369,11.98,37,47.59,8,0
563,31,160668,Employed,561,40233,28.4,20,35.26,8,1
564,45,77500,Unemployed,712,29802,7.64,32,56.43,9,1
565,22,92534,Unemployed,388,8749,28.16,22,57.25,8,1
566,64,30129,Unemployed,557,36751,24.36,25,47.9,8,0
567,66,31596,Employed,791,49025,7.6,21,26.09,8,0
568,47,85355,Employed,847,12312,13.47,53,12.06,0,0
569,63,32974,Unemployed,395,33568,5.82,47,37.47,4,0
570,69,132004,Employed,703,30495,19.19,33,10.45,9,1
571,22,146794,Employed,738,33709,28.93,36,50.47,0,0
572,29,90202,Unemployed,336,47868,5.14,21,39.4,5,1
573,33,94442,Employed,780,26103,9.97,19,40.95,6,0
574,43,172890,Employed,479,8173,23.39,52,13.02,4,1
575,43,194318,Unemployed,624,17417,15.37,15,39.29,1,0
576,65,75598,Self-Employed,705,31778,12.15,7,18.99,8,0
577,38,153726,Employed,768,25360,19.23,38,30.13,7,1
578,56,53758,Employed,570,40314,10.94,46,25.96,0,0
579,53,44204,Employed,653,32900,11.88,27,22.31,7,1
580,50,147309,Unemployed,764,27655,24.77,7,32.35,0,0
581,47,186000,Employed,663,33777,13.57,12,48.1,4,0
582,54,50552,Employed,368,2727,21.92,57,21.66,9,1
583,40,161408,Self-Employed,607,40500,7.07,46,35.52,6,1
584,27,67037,Employed,722,48635,13.77,50,27.83,5,1
585,71,167278,Self-Employed,813,45187,17.9,49,42.71,1,0
586,22,54831,Self-Employed,518,4098,10.22,35,38.35,2,1
587,53,63563,Employed,344,5044,14.38,43,42.5,5,0
588,51,38361,Unemployed,532,48995,23.52,44,59.11,2,0
589,69,61335,Employed,666,30980,7.36,24,35.35,0,0
590,48,94469,Unemployed,421,18657,16.52,52,15.14,1,1
591,27,45816,Unemployed,794,19860,10.07,43,12.24,8,0
592,36,166691,Employed,448,14597,14.08,22,12.52,2,1
593,49,112479,Unemployed,775,12769,13.14,42,27.61,2,0
594,18,46819,Unemployed,649,3341,20.69,15,46.23,4,0
595,73,162813,Employed,414,5539,23.71,20,52.01,0,1
596,22,142330,Employed,536,46343,16.49,10,39.7,0,1
597,62,28798,Employed,346,27929,7.5,55,34.0,0,1
598,21,176215,Employed,573,4142,26.45,43,52.33,3,1
599,33,69695,Self-Employed,412,31176,8.03,48,12.84,8,1
600,41,183819,Unemployed,844,11827,18.62,40,26.18,4,0
601,33,149544,Employed,698,8274,17.24,9,12.87,7,0
602,72,172254,Employed,591,35795,10.74,40,56.56,2,1
603,19,29415,Employed,615,5726,28.73,6,14.46,9,1
604,66,162157,Employed,461,35767,21.27,22,57.98,3,1
605,45,166080,Employed,389,38472,15.69,26,46.54,4,1
606,49,107638,Employed,350,16028,14.97,51,34.73,1,0
607,44,38452,Employed,723,6617,5.5,27,25.63,2,0
608,37,159192,Self-Employed,705,10216,24.08,10,36.85,0,0
609,41,130205,Employed,443,38339,5.26,51,42.13,6,1
610,29,38170,Employed,827,16812,8.42,41,34.07,5,0
611,67,36259,Employed,432,20395,7.44,43,55.87,1,1
612,52,42099,Self-Employed,798,23592,4.84,14,16.96,8,1
613,50,160721,Unemployed,689,37848,25.4,25,16.42,2,0
614,50,149394,Unemployed,469,48027,27.47,51,48.98,2,1
615,68,79258,Employed,841,46477,19.89,47,38.04,0,1
616,60,192109,Employed,459,25087,26.7,50,30.3,9,0
617,54,31805,Employed,711,33558,21.23,19,51.02,6,1
618,29,63147,Employed,683,49518,21.5,25,56.95,0,0
619,20,94280,Employed,484,39910,27.02,31,36.24,7,0
620,18,197125,Self-Employed,513,42975,5.48,9,38.43,1,1
621,50,126777,Employed,393,33508,4.48,56,12.75,2,0
622,57,117841,Employed,518,45446,4.45,44,34.92,8,1
623,27,144726,Unemployed,518,25582,14.28,25,10.99,9,0
624,60,148359,Employed,312,30644,28.55,47,30.29,7,1
625,61,96215,Employed,722,25067,26.49,57,58.32,5,0
626,46,132909,Employed,722,41698,24.11,16,48.13,6,1
627,30,115365,Employed,785,4765,13.91,12,46.72,0,1
628,29,30985,Unemployed,676,14307,25.25,49,49.24,0,0
629,48,32391,Employed,707,29775,8.9,36,52.48,1,0
630,63,24861,Unemployed,418,21434,18.8,55,12.14,9,1
631,19,54364,Unemployed,570,39481,23.14,13,53.97,5,0
632,68,102399,Unemployed,396,20279,5.5,28,48.73,6,1
633,67,62923,Employed,346,47639,26.6,53,44.2,1,0
634,52,158991,Employed,472,29376,22.64,20,30.29,2,0
635,40,105818,Employed,646,37673,17.4,6,25.03,1,0
636,34,198468,Employed,536,11605,4.69,52,19.6,1,0
637,43,185912,Unemployed,842,35684,21.75,15,27.08,0,0
638,25,193327,Employed,512,38045,15.08,46,53.91,0,0
639,46,91160,Unemployed,571,44250,22.89,29,12.82,7,0
640,43,148165,Employed,706,13507,3.98,20,46.31,9,1
641,27,159248,Employed,377,30903,18.52,54,14.26,1,0
642,43,53529,Unemployed,445,16998,15.07,53,15.84,9,1
643,51,164013,Employed,311,32925,14.61,26,19.99,7,0
644,68,21669,Unemployed,528,11083,16.97,27,43.69,8,0
645,58,137373,Employed,640,7572,6.34,29,52.57,7,1
646,24,64859,Self-Employed,463,7951,28.26,15,17.09,3,1
647,21,75786,Employed,681,21514,22.03,28,21.69,8,1
648,70,191148,Unemployed,721,4863,5.29,21,41.73,9,0
649,67,40323,Employed,737,19284,5.15,10,32.81,9,0
650,62,26021,Employed,362,24713,8.69,38,41.67,0,1
651,28,59807,Self-Employed,545,5503,9.47,41,17.92,2,0
652,46,148305,Unemployed,349,5099,16.29,30,32.98,2,1
653,73,70355,Employed,533,21840,17.48,45,27.02,5,0
654,53,133415,Employed,827,20421,6.94,31,31.84,5,1
655,42,195804,Employed,815,34357,29.29,7,24.82,6,1
656,38,28711,Employed,581,49791,25.27,39,17.16,9,0
657,74,27904,Unemployed,519,22861,20.1,36,43.34,9,1
658,53,84033,Employed,647,23131,10.5,45,43.45,6,0
659,27,106478,Employed,663,2889,27.58,49,23.22,8,0
660,54,140035,Employed,341,32779,11.51,50,38.86,9,1
661,26,23093,Employed,722,19766,11.62,24,58.08,5,1
662,41,44918,Unemployed,434,45322,12.53,42,36.86,1,1
663,52,160466,Self-Employed,558,19716,4.29,23,25.7,4,1
664,66,144501,Employed,490,34827,4.67,55,25.43,0,0
665,52,112510,Unemployed,555,37163,15.85,8,51.56,2,0
666,65,113708,Employed,793,25014,26.81,12,34.42,3,0
667,53,117819,Employed,372,17778,28.44,28,23.16,4,0
668,35,164352,Employed,373,3510,23.94,42,41.54,7,1
669,66,56303,Employed,700,41248,13.92,6,53.24,3,0
670,56,47453,Employed,378,39868,11.38,55,46.37,7,1
671,49,128886,Employed,547,36170,8.82,12,14.32,7,1
672,41,80695,Unemployed,486,7486,17.54,27,27.08,9,1
673,40,176837,Unemployed,769,19486,16.03,8,50.64,6,1
674,49,153412,Self-Employed,755,12575,15.61,24,30.91,8,1
675,54,58057,Employed,575,30548,11.54,35,59.93,8,0
676,29,151669,Employed,478,31337,18.71,14,27.1,6,0
677,66,114655,Employed,428,26490,19.41,40,55.37,5,1
678,72,35025,Employed,678,46959,26.63,59,32.97,2,0
679,30,27145,Employed,414,39207,23.56,40,56.8,0,1
680,40,121206,Employed,621,19701,11.91,18,31.07,1,1
681,42,61723,Employed,688,6991,13.25,31,33.42,4,0
682,52,93230,Employed,763,34733,9.47,50,37.04,8,0
683,58,155902,Employed,501,45491,7.61,56,11.99,8,0
684,47,175002,Employed,846,33104,5.94,33,14.2,6,0
685,34,174824,Employed,708,24366,3.92,30,52.73,5,1
686,66,128138,Employed,451,19616,14.28,44,23.26,9,0
687,37,82040,Unemployed,704,42324,28.9,8,41.36,9,1
688,65,128668,Employed,790,37381,17.53,16,23.0,6,0
689,42,75030,Unemployed,461,14007,23.04,35,27.6,5,0
690,39,76815,Employed,446,2031,13.74,58,40.22,4,1
691,30,132789,Employed,711,47895,13.38,38,26.93,5,1
692,36,186762,Unemployed,555,21179,6.38,39,46.29,0,1
693,66,77923,Employed,669,4867,11.1,46,35.83,4,0
694,53,187644,Employed,590,16237,28.07,8,47.84,0,1
695,29,87904,Unemployed,639,8581,16.24,10,20.7,4,0
696,58,180275,Employed,375,21470,8.52,36,42.25,1,0
697,36,97088,Employed,839,4203,20.92,9,25.67,9,0
698,29,25608,Unemployed,804,49121,13.95,13,27.66,4,0
699,26,65667,Unemployed,620,38769,25.34,22,19.33,9,1
700,24,75547,Employed,606,5890,5.51,27,16.43,3,1
701,45,173557,Employed,646,27065,17.09,43,54.07,3,0
702,31,160934,Unemployed,692,14740,24.63,29,57.31,5,0
703,48,148391,Employed,498,14411,26.05,36,29.68,9,1
704,69,95948,Employed,481,5839,13.7,54,48.18,7,1
705,36,91880,Employed,539,7379,23.01,57,50.18,5,1
706,64,77560,Self-Employed,365,22367,29.07,54,17.09,0,1
707,33,135063,Employed,470,22206,19.79,51,56.95,8,1
708,70,114218,Unemployed,464,16171,24.91,30,50.41,3,1
709,22,134462,Employed,362,6927,18.49,43,49.48,6,1
710,52,179487,Employed,654,36185,24.34,37,56.22,0,1
711,29,170395,Unemployed,350,1258,28.4,54,27.64,8,1
712,42,37997,Self-Employed,342,15563,22.21,31,54.33,2,0
713,69,141266,Employed,620,20494,7.17,41,59.9,2,0
714,38,23679,Employed,617,9437,5.21,32,21.57,9,1
715,53,60308,Self-Employed,515,8570,24.93,28,16.07,7,1
716,70,190914,Employed,490,46333,9.98,25,15.44,1,0
717,40,25695,Employed,789,8175,26.63,51,28.87,8,0
718,33,78499,Employed,389,43347,8.3,32,50.44,2,1
719,74,43382,Unemployed,721,12715,27.6,58,47.54,1,1
720,56,34235,Unemployed,790,43694,24.74,22,19.87,4,0
721,62,153438,Self-Employed,553,1251,26.79,19,36.74,8,1
722,70,178539,Employed,406,31703,9.28,8,28.08,8,1
723,59,132468,Employed,593,20327,26.72,45,51.59,7,0
724,56,26764,Employed,810,35773,18.86,32,50.21,7,1
725,31,133831,Employed,535,39929,5.27,50,50.51,6,1
726,48,81836,Employed,797,48493,28.14,19,36.26,2,1
727,22,51923,Employed,655,20697,8.26,33,50.37,2,0
728,52,115711,Employed,603,2276,8.76,49,46.67,4,0
729,40,36292,Employed,831,42987,22.01,30,36.24,8,0
730,46,144913,Employed,791,35216,18.74,45,48.64,0,0
731,60,152686,Unemployed,416,40660,27.38,16,28.84,2,0
732,28,40939,Employed,666,25587,11.29,57,48.99,8,1
733,35,38800,Employed,758,6999,4.13,17,41.17,6,1
734,64,76440,Employed,419,9961,29.86,38,53.09,1,1
735,29,174318,Unemployed,512,11498,11.44,25,54.62,1,0
736,26,147521,Employed,482,30100,7.37,59,29.44,0,0
737,27,141327,Employed,638,7740,29.58,39,24.39,9,1
738,61,69648,Employed,777,40206,18.2,28,24.0,2,0
739,34,135192,Employed,793,43316,7.02,24,26.31,3,1
740,55,182760,Unemployed,530,35741,25.57,41,12.54,0,0
741,24,113498,Employed,663,11445,28.53,49,56.56,0,1
742,63,49764,Employed,745,47609,26.79,6,16.2,2,1
743,30,52470,Employed,783,26612,8.36,15,53.9,4,1
744,57,189573,Employed,545,39157,4.42,6,34.38,7,1
745,59,77207,Employed,524,33296,13.03,10,55.02,4,0
746,26,82157,Employed,456,39951,12.58,27,56.63,6,1
747,67,154288,Unemployed,664,19936,13.96,48,51.06,8,0
748,44,173144,Unemployed,485,10946,24.57,7,30.35,0,1
749,19,113778,Unemployed,794,28862,3.26,14,30.62,4,1
750,22,150016,Employed,484,45998,21.22,49,58.32,1,1
751,46,144288,Employed,686,22807,29.6,12,26.84,0,0
752,54,188204,Employed,579,5617,13.78,53,30.56,6,1
753,55,130573,Employed,781,29376,16.1,26,24.54,6,0
754,36,140730,Employed,564,2698,19.96,12,35.69,0,0
755,25,168933,Self-Employed,651,14975,10.71,14,40.52,9,0
756,65,84186,Employed,381,3352,22.4,45,43.15,6,0
757,62,24960,Self-Employed,480,16785,8.48,14,17.92,5,1
758,18,38781,Employed,641,15537,4.75,56,27.33,5,0
759,39,51126,Employed,495,7705,24.64,54,59.8,0,1
760,69,173650,Employed,359,23939,7.77,17,13.58,9,1
761,34,126034,Employed,450,9411,22.75,49,28.61,6,1
762,24,37883,Employed,360,17310,26.53,41,20.59,0,1
763,42,49782,Unemployed,727,49282,4.24,14,24.08,9,0
764,62,76387,Unemployed,630,40235,22.08,15,33.36,9,0
765,21,168051,Employed,338,9802,20.45,54,59.33,4,0
766,53,53746,Employed,552,15675,19.84,15,50.62,0,0
767,23,86266,Self-Employed,532,41325,10.97,49,22.04,0,0
768,48,20056,Unemployed,653,32929,4.23,22,16.87,7,0
769,36,51457,Employed,469,21613,5.66,43,40.31,4,1
770,61,153315,Unemployed,516,46883,10.37,9,53.82,4,1
771,71,152773,Employed,647,46202,13.97,21,20.01,2,0
772,56,93839,Employed,825,36952,27.79,54,19.76,1,0
773,44,100636,Employed,710,39844,21.47,53,44.21,9,1
774,27,127697,Employed,827,49656,3.71,41,24.86,3,0
775,43,86483,Employed,825,26008,27.83,32,12.07,0,0
776,36,40505,Employed,542,7530,22.45,11,25.12,6,1
777,56,157625,Employed,307,37205,16.3,45,20.53,7,1
778,20,53525,Self-Employed,582,42021,15.5,14,26.38,1,1
779,62,116008,Self-Employed,465,32163,28.2,37,50.72,0,0
780,30,64348,Employed,502,31915,17.85,43,43.67,6,1
781,67,27273,Employed,663,21566,16.57,35,23.99,5,1
782,45,84236,Employed,451,1890,23.91,19,30.43,4,1
783,37,154607,Employed,724,29282,19.01,50,20.7,5,1
784,45,169749,Employed,768,47333,9.72,55,37.68,5,0
785,25,127157,Employed,709,39014,29.97,34,21.31,8,0
786,58,20908,Employed,814,4921,10.58,33,56.36,3,0
787,56,128352,Employed,550,28548,21.44,27,23.49,0,1
788,18,115967,Employed,376,43299,16.22,36,45.6,3,0
789,20,108989,Unemployed,721,31891,6.29,22,29.7,7,0
790,30,55079,Employed,684,13686,28.89,22,54.68,9,1
791,45,131889,Employed,678,36146,12.06,54,25.77,3,0
792,74,69323,Employed,527,30434,20.74,59,10.8,4,1
793,66,196392,Employed,417,6358,22.92,20,15.31,2,0
794,42,109909,Employed,566,35850,13.66,52,13.39,5,0
795,73,66105,Unemployed,534,26353,10.04,37,25.5,8,1
796,50,181236,Employed,467,16004,4.59,33,43.62,4,1
797,55,152957,Unemployed,821,12949,28.69,16,35.81,1,0
798,70,21049,Employed,636,43706,18.72,44,22.45,2,0
799,23,73281,Employed,626,32449,22.34,22,59.94,2,0
800,61,63271,Employed,658,41136,15.66,17,13.28,3,1
801,62,86697,Employed,747,24784,9.3,56,41.16,2,1
802,49,56534,Employed,833,48731,29.88,56,50.08,0,0
803,62,113034,Self-Employed,396,4567,29.12,44,57.9,8,0
804,64,78097,Employed,849,23316,26.22,57,27.72,6,1
805,38,45037,Employed,555,39105,27.74,14,38.51,3,1
806,33,187079,Unemployed,741,23507,18.53,30,22.58,8,1
807,71,47278,Employed,708,23099,12.93,31,11.68,1,1
808,38,159344,Employed,384,21737,12.27,9,35.88,8,1
809,28,119173,Employed,716,2734,28.21,24,39.53,8,1
810,54,58294,Employed,848,47866,28.89,18,23.76,1,1
811,53,93277,Employed,801,41802,14.89,34,21.62,6,1
812,52,24694,Employed,397,4466,19.39,59,24.05,3,1
813,36,78150,Employed,841,46650,24.74,52,36.22,4,0
814,37,87470,Employed,802,34695,21.97,14,44.02,4,0
815,74,41556,Employed,750,38112,26.48,47,46.03,8,1
816,35,69086,Employed,490,48501,19.43,45,23.85,5,1
817,64,169979,Employed,500,29592,18.73,12,52.81,0,0
818,58,199559,Self-Employed,621,23596,13.15,12,34.26,4,0
819,66,180230,Employed,557,24448,4.98,26,37.41,0,0
820,31,171365,Unemployed,454,13941,4.5,14,21.42,6,0
821,32,196833,Employed,786,43406,7.1,55,29.16,2,1
822,48,119468,Employed,527,3699,4.56,50,12.58,1,1
823,18,53387,Employed,816,17251,17.45,32,38.86,6,0
824,70,191822,Unemployed,810,47000,13.9,53,47.44,8,1
825,71,88602,Employed,373,34107,3.71,26,37.18,4,0
826,71,172328,Unemployed,664,38748,3.59,10,26.33,3,1
827,20,156666,Self-Employed,323,16633,17.12,10,51.74,9,1
828,33,22460,Employed,762,7400,17.83,13,12.88,4,0
829,40,92356,Employed,780,29522,4.01,20,22.44,6,0
830,74,74698,Employed,388,19947,21.09,18,12.5,3,0
831,28,121746,Employed,833,37107,6.4,38,29.65,8,1
832,29,36191,Employed,599,48001,16.35,49,22.52,5,1
833,27,104631,Unemployed,343,21383,7.29,52,44.13,2,0
834,49,30529,Employed,336,10572,4.05,37,13.93,1,1
835,33,52175,Employed,818,5942,8.73,41,11.68,3,0
836,25,37675,Employed,773,3355,15.53,54,37.65,8,1
837,55,194230,Self-Employed,579,13130,23.09,58,47.33,1,0
838,29,66798,Employed,760,43631,10.17,28,33.42,2,0
839,41,90910,Self-Employed,468,20163,21.5,39,24.06,2,1
840,45,150400,Self-Employed,369,23301,26.29,23,34.93,4,1
841,70,177048,Employed,512,45725,10.28,17,26.91,4,1
842,25,98678,Employed,371,9830,17.1,28,24.81,9,1
843,45,82821,Employed,479,20069,14.05,7,32.36,6,0
844,53,32204,Employed,507,5075,3.74,49,40.7,0,0
845,43,27394,Unemployed,476,22186,13.58,32,38.93,1,0
846,25,84814,Employed,600,15533,13.18,55,15.41,4,1
847,67,53593,Employed,453,18758,19.79,36,20.91,4,1
848,45,193036,Employed,453,24559,26.39,53,10.35,6,0
849,45,135064,Employed,329,39118,21.14,27,31.91,6,1
850,54,73365,Employed,326,19110,12.6,10,48.51,2,1
851,58,151515,Employed,539,16452,15.12,22,30.71,3,0
852,53,179252,Unemployed,397,42616,26.95,48,59.97,1,0
853,44,199863,Employed,625,15351,20.25,12,47.52,1,0
854,71,194737,Employed,536,25176,13.53,23,28.75,2,1
855,34,123700,Unemployed,437,8980,19.2,7,58.66,6,1
856,26,117077,Self-Employed,847,39083,20.4,36,42.03,5,0
857,50,154537,Employed,345,40817,16.02,33,55.97,0,0
858,70,88247,Employed,689,40375,26.37,8,14.37,8,0
859,37,176270,Employed,663,20346,24.94,14,37.88,0,0
860,30,74740,Employed,659,5913,17.16,38,55.42,6,0
861,45,173560,Unemployed,506,49254,28.88,33,42.54,7,0
862,65,189587,Employed,814,42119,28.74,33,59.41,5,1
863,46,47898,Unemployed,665,4572,29.08,23,59.79,0,0
864,30,152991,Employed,737,27065,8.95,20,49.6,1,0
865,63,82613,Employed,530,20279,5.79,16,23.94,6,1
866,52,116707,Employed,722,29504,19.72,30,52.68,4,1
867,23,131777,Employed,768,11737,22.64,10,45.18,8,0
868,35,67003,Employed,610,34231,11.29,46,15.32,7,1
869,68,68478,Employed,694,27965,17.52,51,29.38,3,0
870,22,165506,Employed,413,23167,20.49,32,53.73,4,1
871,64,197318,Unemployed,501,7294,15.51,17,45.39,9,0
